sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,600,27326,0.59132,0.00020736,0.83707,0.85593,0.0000365952,0.001174968,0.0014036675
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,650,24026,0.5354,0.0002194,0.77344,0.97275,0.0000416216,0.0011565242,0.0014952992
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,700,20726,0.47948,0.00023144,0.70982,1.0896,0.0000482486,0.0011101773,0.0015640265
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,750,17426,0.42355,0.00024348,0.64619,1.2064,0.0000573855,0.001033057,0.0015986893
23953,10.1016/j.joule.2019.10.010,25294,5(a),31521,Sb2Si2Te6/Si2Te3_ 15 Te in-plane,undefined,800,14127,0.36763,0.00025552,0.58257,1.3232,0.0000707864,0.0009223585,0.0015832578
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,350,42787,0.79141,0.00014295,1.0707,0.27187,0.0000233716,0.0008743396,0.0008166056
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,400,39570,0.74063,0.00015585,1.012,0.39899,0.0000252717,0.0009611245,0.0009497278
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,450,36353,0.68985,0.00016875,0.95329,0.5261,0.000027508,0.0010352085,0.0010859324
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,500,33135,0.63907,0.00018165,0.89461,0.65321,0.0000301796,0.0010933464,0.0012221486
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,550,29918,0.58829,0.00019456,0.83592,0.78033,0.0000334247,0.0011325038,0.0013547993
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,600,26701,0.53751,0.00020746,0.77724,0.90744,0.0000374518,0.0011492017,0.0014785674
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,650,23484,0.48673,0.00022036,0.71855,1.0346,0.0000425822,0.0011403485,0.0015870134
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,700,20266,0.43596,0.00023326,0.65987,1.1617,0.0000493437,0.0011026777,0.0016710529
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,750,17049,0.38518,0.00024617,0.60118,1.2888,0.0000586545,0.0010331638,0.0017185598
23953,10.1016/j.joule.2019.10.010,25294,5(a),31522,Sb2Si2Te6/Si2Te3_ 15 Te cross-plane,undefined,800,13832,0.3344,0.00025907,0.5425,1.4159,0.0000722961,0.000928366,0.0017112737
