sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Seebeck coefficient,Thermal conductivity,ZT,content,Electrical resistivity,Power factor,Figure of merit Z
18596,10.1002/aenm.201700099,25482,5a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,900,,,9447,-0.00023591,0.81844,1.3681,,0.0001058537,0.0005257589,0.0006423915
18596,10.1002/aenm.201700099,25487,6a,31731,Pb0.9875Sb0.0125Te1−ySy_ y=0.16,Pb0.9875Sb0.0125Te0.84S0.16,300,,,,,2.3615,,,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.4749e+25,0.04999,,,,,0.005,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.5223e+25,0.049432,,,,,0.01,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.5696e+25,0.048874,,,,,0.015,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.617e+25,0.048316,,,,,0.02,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.6643e+25,0.047758,,,,,0.025,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.7117e+25,0.047199,,,,,0.03,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.759e+25,0.046641,,,,,0.035,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.8064e+25,0.046083,,,,,0.04,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.8537e+25,0.045525,,,,,0.045,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.9011e+25,0.044967,,,,,0.05,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.9484e+25,0.044409,,,,,0.055,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-2.9958e+25,0.043851,,,,,0.06,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.0431e+25,0.043292,,,,,0.065,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.0905e+25,0.042734,,,,,0.07,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.1378e+25,0.042176,,,,,0.075,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.1852e+25,0.041618,,,,,0.08,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.2325e+25,0.04106,,,,,0.085,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.2798e+25,0.040502,,,,,0.09,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.3272e+25,0.039943,,,,,0.095,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.3745e+25,0.039385,,,,,0.1,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.4219e+25,0.038827,,,,,0.105,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.4692e+25,0.038269,,,,,0.11,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.5166e+25,0.037711,,,,,0.115,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.5639e+25,0.037153,,,,,0.12,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.6113e+25,0.036595,,,,,0.125,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.6586e+25,0.036036,,,,,0.13,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.706e+25,0.035478,,,,,0.135,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.7533e+25,0.03492,,,,,0.14,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.8007e+25,0.034362,,,,,0.145,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.848e+25,0.033804,,,,,0.15,,,
18596,10.1002/aenm.201700099,26703,5c,33489, Pb0.9875Sb0.0125Te1−ySy,undefined,,-3.8954e+25,0.033246,,,,,0.155,,,
