sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,750,23287,0.30008,,0.55775,0.86217,0.0000429424,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,800,20866,0.27545,,0.53682,0.94661,0.0000479249,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,850,18444,0.25083,,0.51589,1.031,0.0000542182,,
7972,10.1039/c3ee41859f,26734,3(a),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,900,16023,0.22621,,0.49496,1.1155,0.0000624103,,
7972,10.1039/c3ee41859f,26750,4(b),33525,Bi0.875Ba0.125CuSeO_ 1T-perp,undefined,300,,0.52167,,,0.1022,,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,350,19906,0.40785,,0.67357,0.071682,0.0000502361,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,400,18727,0.3877,,0.64575,0.12355,0.0000533988,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,450,17548,0.36754,,0.61794,0.17541,0.0000569866,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,500,16370,0.34738,,0.59012,0.22728,0.0000610874,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,550,15191,0.32723,,0.56231,0.27915,0.0000658285,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,600,14013,0.30707,,0.53449,0.33101,0.0000713623,,
