sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,hall density,Electrical conductivity,Power factor,Figure of merit Z
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,300,2.0639e+25,0.0000031599,,0.10934,,,2.0027,,,316465.7109402196,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,350,2.4682e+25,0.0000035456,,0.094603,,,2.0881,0.22406,,282039.7111913358,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,400,2.8726e+25,0.0000039312,,0.079866,,,2.1735,0.20324,,254375.2543752544,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,450,3.2769e+25,0.0000043168,,0.065129,,,2.259,0.18242,,231653.076352854,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,500,3.6812e+25,0.0000047025,,0.050392,,,2.3444,0.1616,,212652.8442317916,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,550,4.0856e+25,0.0000050881,,0.035655,,,2.4298,0.14078,,196537.0177472927,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,600,4.4899e+25,0.0000054738,,0.020918,,,2.5153,0.11997,,182688.4431290877,,
2828,10.1039/c3tc31810a,11411,1a,13665,hot-pressed_ nH=1.12E19,Ag2Se,650,4.8942e+25,0.0000058594,,0.0061808,,,2.6007,0.099148,,170665.9384919958,,
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,300,1.931e+25,0.000003327,,0.10759,,,1.9881,,,300571.0850616171,,
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,350,2.2133e+25,0.0000038412,,0.092361,,-0.000061214,2.0108,0.19886,,260335.3118817036,0.0009755165,0.0004851385
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,400,2.4955e+25,0.0000043554,,0.077135,,-0.000059908,2.0335,0.14592,,229600.0367360059,0.0008240273,0.0004052261
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,450,2.7778e+25,0.0000048697,,0.061909,,-0.000058602,2.0562,0.15434,,205351.4590221164,0.0007052168,0.0003429709
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,500,3.0601e+25,0.0000053839,,0.046683,,-0.000057296,2.0789,0.14665,,185738.9624621557,0.0006097497,0.000293304
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,550,3.3424e+25,0.0000058982,,0.031457,,-0.000055989,2.1016,0.13909,,169543.2504831983,0.0005314788,0.0002528925
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,600,3.6246e+25,0.0000064124,,0.016231,,-0.000054683,2.1243,0.13171,,155947.8510386127,0.00046632,0.000219517
2828,10.1039/c3tc31810a,11411,1a,13666,hot-pressed_ nH=1.28E19,Ag2.0006Se,650,3.9069e+25,0.0000069266,,0.0010052,,-0.000053377,2.147,0.12453,,144370.9756590535,0.0004113279,0.0001915826
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,350,3.0032e+25,0.0000036897,,0.078658,,-0.000074406,1.7406,0.24063,,271024.7445591782,0.0015004615,0.0008620369
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,400,3.5196e+25,0.0000039161,,0.06791,,-0.000066396,1.8619,0.20535,,255356.0940731851,0.0011257192,0.0006046077
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,450,4.036e+25,0.0000041425,,0.057161,,-0.000058385,1.9831,0.17007,,241400.1207000604,0.0008228867,0.0004149497
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,500,4.5524e+25,0.000004369,,0.046412,,-0.000050374,2.1044,0.13479,,228885.3284504463,0.0005808056,0.0002759958
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,550,5.0687e+25,0.0000045954,,0.035664,,-0.000042363,2.2257,0.099509,,217608.9132610872,0.0003905261,0.0001754622
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,600,5.5851e+25,0.0000048218,,0.024915,,-0.000034352,2.3469,0.064229,,207391.4305860882,0.0002447343,0.0001042798
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,650,6.1015e+25,0.0000050483,,0.014167,,-0.000026341,2.4682,0.028949,,198086.4845591585,0.000137442,0.0000556851
2828,10.1039/c3tc31810a,11411,1a,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,700,6.6178e+25,0.0000052747,,0.0034179,,,,,,189584.2417578251,,
2828,10.1039/c3tc31810a,11415,1e,13667,hot-pressed_ nH=1.08E19,Ag2.0027Se,300,,,,,,,1.6193,,,,,
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,300,2.2072e+25,0.0000035996,,0.12126,,,1.9653,,,277808.645405045,,
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,350,2.8699e+25,0.0000036504,,0.10459,,-0.000093448,2.3103,0.39291,,273942.5816348894,0.0023922115,0.0010354549
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,400,3.5326e+25,0.0000037011,,0.087912,,-0.000081141,2.6553,0.3161,,270189.9435303018,0.0017788933,0.0006699406
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,450,4.1953e+25,0.0000037519,,0.071238,,-0.000068834,3.0003,0.23929,,266531.6239771849,0.0012628587,0.0004209108
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,500,4.858e+25,0.0000038027,,0.054564,,-0.000056526,3.3453,0.16248,,262971.0468877376,0.0008402421,0.0002511709
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,550,5.5207e+25,0.0000038534,,0.037891,,-0.000044219,3.6903,0.085665,,259511.081123164,0.0005074272,0.000137503
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,600,6.1834e+25,0.0000039042,,0.021217,,-0.000031911,4.0353,0.0088544,,256134.4193432714,0.0002608247,0.0000646358
2828,10.1039/c3tc31810a,11411,1a,13668,ingot_ nH=7.83E18,Ag2Se,650,6.8461e+25,0.000003955,,0.0045427,,-0.000019604,4.3803,-0.067956,,252844.5006321112,0.0000971724,0.000022184
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,300,1.2491e+25,0.0000045973,,0.12675,,,1.8289,,,217518.9785308768,,
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,350,1.6099e+25,0.0000048028,,0.10998,,-0.000095819,1.9694,0.34656,,208211.8764054302,0.0019116517,0.0009706772
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,400,1.9707e+25,0.0000050083,,0.093204,,-0.000088557,2.1099,0.30262,,199668.5502066569,0.0015658691,0.0007421532
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,450,2.3315e+25,0.0000052139,,0.076431,,-0.000081296,2.2504,0.25868,,191795.009493853,0.0012675808,0.0005632691
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,500,2.6924e+25,0.0000054194,,0.059658,,-0.000074035,2.391,0.21474,,184522.2718382109,0.0010114,0.0004230029
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,550,3.0532e+25,0.0000056249,,0.042886,,-0.000066774,2.5315,0.1708,,177780.9383277925,0.0007926838,0.0003131281
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,600,3.414e+25,0.0000058305,,0.026113,,-0.000059513,2.672,0.12687,,171511.8771974959,0.0006074603,0.0002273429
2828,10.1039/c3tc31810a,11411,1a,13669,ingot_ nH=5.56E18,Ag2.0006Se,650,3.7748e+25,0.000006036,,0.0093401,,-0.000052251,2.8125,0.082927,,165672.6308813784,0.0004523139,0.0001608227
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,300,1.478e+25,0.0000059045,,0.12539,,,1.8666,,,169362.3507494284,,
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,350,1.8856e+25,0.0000049141,,0.10866,,-0.000064293,2.0655,0.32692,,203496.0623511935,0.0008411693,0.0004072473
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,400,2.2933e+25,0.0000042611,,0.091935,,-0.000061304,2.2644,0.28307,,234681.1856093497,0.0008819742,0.0003894958
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,450,2.7009e+25,0.0000039456,,0.075208,,-0.000058315,2.4633,0.23923,,253446.8775344688,0.0008618814,0.0003498889
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,500,3.1085e+25,0.0000039675,,0.058482,,-0.000055326,2.6621,0.19539,,252047.8890989288,0.0007715101,0.0002898126
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,550,3.5162e+25,0.0000043269,,0.041755,,-0.000052337,2.861,0.15154,,231112.3437102776,0.0006330541,0.0002212702
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,600,3.9238e+25,0.0000050237,,0.025028,,-0.000049348,3.0599,0.1077,,199056.4723211975,0.0004847473,0.0001584193
2828,10.1039/c3tc31810a,11411,1a,13670,ingot_ nH=4.97E18,Ag2.0027Se,650,4.3314e+25,0.000006058,,0.008301,,-0.000046359,3.2588,0.063854,,165070.9805216243,0.0003547634,0.0001088632
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000080999,,,1.1e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000080449,,,1.15e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000079898,,,1.2e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000079348,,,1.25e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000078797,,,1.3e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000078247,,,1.35e+25,,,
2828,10.1039/c3tc31810a,26103,2a,32670,hot-pressed,undefined,,,,,,,-0.000077697,,,1.4e+25,,,
