sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Figure of merit Z
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,400,252040,0.0093999,0.00019658,10.979,0.35549,0.0000039676,0.0008561709
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,450,232310,0.0089797,0.00020661,10.512,0.393,0.0000043046,0.0008542333
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,500,212570,0.0085595,0.00021664,10.045,0.43051,0.0000047043,0.0008521155
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,550,192840,0.0081393,0.00022667,9.5776,0.46802,0.0000051856,0.0008498267
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,600,173100,0.0077191,0.0002367,9.1106,0.50553,0.000005777,0.0008472658
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,650,153370,0.007299,0.00024672,8.6435,0.54304,0.0000065202,0.0008444496
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,700,133630,0.0068788,0.00025675,8.1765,0.58055,0.0000074833,0.0008412891
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,750,113900,0.0064586,0.00026678,7.7094,0.61806,0.0000087796,0.0008377565
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,800,94164,0.0060384,0.00027681,7.2424,0.65557,0.0000106198,0.0008337568
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,850,74430,0.0056183,0.00028684,6.7753,0.69308,0.0000134354,0.0008292327
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,900,54695,0.0051981,0.00029687,6.3083,0.73059,0.0000182832,0.0008240096
21244,10.1073/pnas.1617663113,28294,1(A),35884,1373K,Nb0.95Ti0.05FeSb,950,34960,0.0047779,0.0003069,5.8412,0.7681,0.0000286041,0.0008179655
